,funding_total_usd,funding_rounds,time_between_first_last_funding,days_in_business,country_code_Other,country_code_USA,Industry_Group_Biotechnology,Industry_Group_Commerce and Shopping,Industry_Group_Community and Lifestyle,Industry_Group_Health Care,Industry_Group_Information Technology,Industry_Group_Internet Services,Industry_Group_Other,Industry_Group_Software
3937,-0.16666666666666666,0.0,0.0,0.6789686552072801,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3938,0.884375,0.0,0.0,1.5854398382204247,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3939,-0.14583333333333334,0.0,0.0,0.134479271991911,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3940,0.0,0.0,0.0,1.6617795753286149,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3941,0.20833333333333334,0.0,0.0,0.6622851365015167,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3942,-0.20572916666666666,0.0,0.0,1.877654196157735,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3943,12.395833333333334,1.0,2.040492957746479,1.6617795753286149,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3944,0.5207130208333334,2.0,2.7975352112676055,0.046511627906976744,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3945,-0.0865640625,1.0,1.0440140845070423,0.5540950455005056,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3946,-0.041666666666666664,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3947,3.074846979166667,2.0,0.6073943661971831,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3948,-0.11458333333333333,0.0,0.0,-0.25985844287158744,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3949,5.4938075,2.0,5.767605633802817,0.7684529828109201,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3950,0.36944947916666665,1.0,0.5158450704225352,-0.028311425682507583,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3951,-0.1759940625,1.0,1.5088028169014085,-0.3690596562184024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3952,-0.14843739583333335,1.0,0.198943661971831,0.046511627906976744,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3953,-0.052083333333333336,0.0,0.0,-0.41506572295247723,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3954,10.424298854166667,2.0,2.1619718309859155,0.923154701718908,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3955,-0.07291666666666667,2.0,0.7253521126760564,-0.16885743174924167,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3956,0.2604166666666667,0.0,0.0,-0.872093023255814,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3957,-0.0029944791666666666,2.0,1.3345070422535212,0.3695652173913043,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
