,funding_total_usd,country_code,funding_rounds,time_between_first_last_funding,days_in_business,status,Industry_Group_Biotechnology,Industry_Group_Commerce and Shopping,Industry_Group_Community and Lifestyle,Industry_Group_Health Care,Industry_Group_Information Technology,Industry_Group_Internet Services,Industry_Group_Other,Industry_Group_Software
17999,15600000,USA,4,811,1581,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18000,2000000,USA,1,0,1093,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18001,2000000,USA,1,0,1034,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18002,1022000,USA,3,195,1093,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18003,43100000,USA,5,2039,3285,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18004,670086,Other,2,165,1277,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18005,60000,USA,1,0,2406,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18006,16000,Other,1,0,1612,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18007,45000,USA,2,258,607,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18008,5850000,USA,2,460,3285,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18009,1500000,USA,1,0,994,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18010,47600000,USA,1,0,2554,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18011,1500000,Other,1,0,6572,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18012,5000000,USA,1,0,3925,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18013,50000,USA,1,0,2829,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18014,6855000,USA,5,846,2920,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18015,200000,Other,1,0,1365,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18016,4900000,USA,1,0,3717,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18017,100000,USA,1,0,1185,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18018,20300000,USA,3,946,2220,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18019,1000000,USA,1,0,4015,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18020,4700000,USA,1,0,1824,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18021,1800000,Other,1,0,3681,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18022,100000,Other,1,0,1273,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18023,32600000,USA,3,1476,2442,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18024,3850000,USA,1,0,2920,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18025,1878595,Other,2,762,2189,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18026,2775000,USA,4,250,1093,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18027,7300000,USA,2,626,1215,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18028,50000,USA,1,0,1324,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18029,233100,Other,1,0,2471,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18030,980000,Other,6,792,1911,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18031,3154164,USA,2,237,1824,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18032,19389998,USA,5,1882,3042,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18033,1000000,USA,2,479,1824,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18034,2633332,USA,4,1101,3650,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18035,81000000,USA,4,4774,5842,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18036,2300000,USA,1,0,7668,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18037,1616176,USA,1,0,4381,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18038,2200000,USA,1,0,2189,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18039,4982000,Other,4,1909,4381,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18040,12000000,USA,4,1762,2829,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18041,16000000,USA,3,1558,1734,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18042,5450000,USA,1,0,1824,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18043,50000,USA,1,0,950,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18044,6998000,USA,3,295,1428,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18045,2395319,USA,3,1144,1704,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18046,46000000,USA,1,0,3285,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18047,300000,USA,1,0,2008,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18048,1914977,USA,2,300,1459,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18049,2000000,Other,1,0,1822,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18050,2070000,Other,3,1553,2554,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18051,118000,USA,1,0,1093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18052,14699973,USA,4,1653,3165,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18053,110000,Other,1,0,702,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18054,50000000,Other,4,2142,3650,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18055,2000000,USA,1,0,4746,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18056,12100000,USA,2,223,5934,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18057,225000,USA,1,0,1459,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18058,475000,USA,1,0,1885,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18059,6278203,Other,2,7,1814,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18060,1000000,USA,1,0,2171,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18061,64437,Other,2,106,1154,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18062,446041,Other,2,99,759,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18063,300000,Other,1,0,1246,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18064,53000000,USA,3,1641,4381,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18065,15700000,USA,2,1735,3650,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18066,934725004,USA,10,1675,3285,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18067,3000000,USA,1,0,4015,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18068,5796518,USA,4,1127,2920,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18069,10000000,USA,1,0,476,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18070,1000000,Other,1,0,5873,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18071,1787500,USA,1,0,2163,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18072,3230250,Other,1,0,3257,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18073,920000,USA,4,73,912,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18074,6100000,USA,1,0,5111,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18075,4340000,USA,1,0,2485,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18076,494561,Other,1,0,4381,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18077,21000000,Other,2,340,1327,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18078,5000000,USA,1,0,1786,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18079,19250000,USA,2,603,2768,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18080,1046508,Other,2,502,2210,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18081,1748998,Other,1,0,1339,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18082,14000,USA,1,0,763,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18083,6000000,USA,1,0,6207,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18084,1000000,USA,1,0,4381,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18085,12199000,USA,1,0,2189,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18086,18867,Other,1,0,789,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18087,400000,USA,1,0,577,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18088,12436303,USA,2,933,4381,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18089,1200000,USA,2,0,2920,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18090,2000000,Other,1,0,1093,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18091,9400000,USA,3,556,946,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18092,1000,USA,1,0,1421,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18093,83699,Other,1,0,974,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18094,2535300,USA,2,153,1458,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18095,4555940,Other,3,1005,2046,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18096,350000,Other,3,525,1756,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18097,39734188,USA,7,3185,3970,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18098,5000000,USA,1,0,6207,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18099,40000,USA,1,0,1459,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18100,160000,USA,2,684,3285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18101,135000,USA,1,0,1824,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18102,4570000,USA,2,559,1345,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18103,160000,USA,2,196,728,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18104,25000,USA,1,0,1459,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18105,3500000,USA,3,812,1457,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18106,4100000,USA,1,0,4015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18107,35000000,USA,2,154,5111,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18108,6000000,USA,2,300,1824,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18109,250000,USA,1,0,3285,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18110,1500000,USA,1,0,2189,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18111,3000000,USA,1,0,883,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18112,2288352,USA,2,831,1725,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18113,875000,USA,1,0,2434,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18114,5000000,Other,1,0,1338,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18115,1000000,USA,2,488,2554,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18116,1025000,USA,3,427,1824,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18117,210000,Other,3,273,3650,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18118,20000,USA,1,0,656,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18119,5000000,USA,1,0,2920,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18120,40000,Other,1,0,2189,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18121,300000,USA,1,0,2829,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18122,40000,USA,1,0,1536,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18123,6725000,USA,4,899,1824,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18124,708000,Other,2,430,2164,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18125,25200,USA,2,258,1034,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18126,1290000,USA,2,147,1185,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18127,560000,USA,1,0,1246,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18128,650206,USA,2,184,1844,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18129,172500,USA,3,644,2554,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18130,175000,USA,3,924,2189,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18131,300000,USA,2,365,1449,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18132,100000,USA,1,0,1584,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18133,532219,Other,3,581,1673,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18134,50000,Other,2,92,1581,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18135,2500,Other,1,0,912,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18136,142000,USA,1,0,1824,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18137,10255000,USA,5,1374,2130,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18138,24750000,USA,5,1608,2920,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18139,8650000,USA,3,1284,3285,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18140,54261,Other,1,0,850,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18141,50000,Other,1,0,3285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18142,17966,Other,1,0,2403,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18143,22500000,Other,2,1337,6878,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18144,75000,USA,1,0,1824,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18145,1178000,USA,5,706,2738,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18146,1171464,USA,2,712,2772,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18147,25800000,USA,3,1327,5069,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18148,2500000,Other,1,0,2311,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18149,250000,Other,1,0,4442,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18150,5100000,USA,2,610,1846,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18151,5041000,USA,1,0,1307,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18152,480193,Other,1,0,1810,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18153,765000,USA,1,0,1185,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18154,898000,USA,2,382,1042,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18155,2500000,Other,1,0,2695,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18156,8600000,USA,2,370,5476,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18157,8093000,USA,5,525,2738,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18158,3652746,USA,2,243,1034,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18159,27400000,USA,2,504,7609,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18160,2200000,USA,3,1156,2434,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18161,2100000,Other,1,0,5320,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18162,8000000,USA,3,837,2189,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18163,250000,USA,1,0,1093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18164,15000000,USA,1,0,6207,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18165,1631007,Other,5,1124,3560,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18166,237433,Other,2,202,1062,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18167,9000000,USA,2,579,2189,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18168,565002,USA,1,0,1277,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18169,10800000,Other,2,480,1895,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18170,2000000,USA,1,0,973,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18171,2559510,Other,2,507,3401,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18172,1000000,USA,1,0,3650,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18173,4600000,USA,2,229,1824,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18174,300000,Other,1,0,1603,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18175,1683875,USA,1,0,6572,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18176,575850,USA,1,0,728,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18177,100000,USA,1,0,1308,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18178,3272251,Other,1,0,1093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18179,5132114,USA,6,1289,2920,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18180,662440,USA,2,156,2189,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18181,2250000,USA,3,92,1154,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18182,600000,Other,2,38,3165,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18183,25000,Other,1,0,1824,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18184,11100000,USA,3,1337,1977,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18185,8250000,USA,1,0,3285,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18186,2000,Other,1,0,1054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18187,43300000,USA,6,1698,2342,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18188,1050000,USA,1,0,2554,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18189,2500000,Other,1,0,4381,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18190,47999999,USA,5,2136,5842,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18191,250000,USA,1,0,1918,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18192,1050000,USA,2,314,1824,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18193,14000000,USA,1,0,5842,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18194,5000000,USA,1,0,8033,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18195,49437580,USA,2,296,4015,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18196,546467,Other,1,0,4746,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18197,1600000,USA,1,0,6572,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18198,275000,Other,1,0,1704,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18199,15604,Other,1,0,1977,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18200,7999999,USA,2,1729,2920,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18201,3000000,USA,1,0,4381,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18202,150000,USA,1,0,1093,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18203,7038704,USA,3,1687,6937,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18204,7600000,USA,1,0,8367,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18205,1020560,Other,1,0,2615,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18206,1300000,Other,1,0,1459,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18207,1000000,Other,1,0,1790,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18208,8800000,USA,2,480,5111,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18209,1200000,Other,1,0,710,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18210,30000000,Other,3,1150,4746,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18211,6050000,USA,4,966,1643,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18212,1010000,Other,4,681,1202,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18213,325000,Other,1,0,1762,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18214,200000,Other,1,0,2504,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18215,148775,Other,1,0,2130,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18216,11500,Other,1,0,364,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18217,9300000,USA,1,0,5842,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18218,120000,USA,1,0,1608,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18219,76250948,Other,6,2083,4746,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18220,2998269,Other,1,0,1704,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18221,1262354,Other,3,1314,3193,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18222,400000,USA,2,152,2053,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18223,42000,Other,1,0,1182,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18224,64500,Other,1,0,1191,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18225,787126,Other,1,0,2920,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18226,2100000,USA,1,0,2069,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18227,350000,USA,1,0,3226,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18228,4000000,USA,1,0,2920,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18229,50000,USA,1,0,2189,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18230,22952986,USA,2,546,2554,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18231,7950000,USA,1,0,6207,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18232,163890,Other,1,0,1612,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18233,500000,Other,1,0,1734,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18234,47118258,USA,5,1870,2189,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18235,20000,Other,1,0,3650,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18236,279251,Other,2,252,890,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18237,6000000,USA,1,0,2608,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18238,520000,USA,2,380,2189,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18239,20000000,Other,1,0,6937,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18240,1208424,Other,1,0,7303,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18241,8500000,Other,2,1280,5111,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18242,410000,USA,2,177,912,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18243,65000,Other,2,76,1475,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18244,40000,USA,1,0,2554,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18245,2200000,Other,1,0,1093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18246,375000,Other,1,0,669,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18247,500000,USA,1,0,1459,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18248,18000000,USA,2,160,1824,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18249,3150000,USA,2,210,3073,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18250,12652679,USA,3,618,3650,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18251,1500000,Other,1,0,2554,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18252,160000,Other,1,0,1673,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18253,1000000,Other,1,0,857,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18254,131000000,USA,7,1981,3285,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18255,7808503,USA,6,965,2403,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18256,500000,USA,1,0,1338,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18257,500000,USA,1,0,2920,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18258,50000,USA,1,0,1093,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18259,185000,Other,2,984,1475,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18260,76000,Other,1,0,1573,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18261,1400000,USA,1,0,817,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18262,7500000,USA,3,1582,4381,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18263,2000000,Other,1,0,477,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18264,450000,USA,1,0,1186,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18265,13200000,USA,3,397,1459,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18266,25000000,USA,1,0,6937,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18267,539000,USA,2,684,1371,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18268,600000,USA,1,0,2554,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18269,1000000,USA,1,0,855,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18270,1400000,USA,1,0,3285,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18271,3500000,Other,2,433,1520,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
